DL1,Darlington,430000,515100
DL10,Darlington,420100,502100
DL11,Darlington,408100,504800
DL12,Darlington,401000,519700
DL13,Darlington,403000,535700
DL14,Darlington,420000,528600
DL15,Darlington,417500,535000
DL16,Darlington,425500,533800
DL17,Darlington,429600,531900
DL2,Darlington,425800,514900
DL3,Darlington,427800,515300
DL4,Darlington,423000,526200
DL5,Darlington,427400,524800
DL6,Darlington,439700,497400
DL7,Darlington,433500,493700
DL8,Darlington,414000,488600
DL9,Darlington,418900,497800
DN1,Doncaster,457700,403200
DN10,Doncaster,470200,392800
DN11,Doncaster,460900,395400
DN12,Doncaster,451700,398800
DN14,Doncaster,470200,424000
DN15,Doncaster,489300,414000
DN16,Doncaster,490100,408800
DN17,Doncaster,486000,409200
DN18,Doncaster,502600,421600
DN19,Doncaster,508400,422100
DN2,Doncaster,459500,404400
DN20,Doncaster,499000,407800
DN21,Doncaster,486300,392200
DN22,Doncaster,471500,381300
DN3,Doncaster,462400,405900
DN31,Doncaster,526700,409900
DN32,Doncaster,527900,409100
DN33,Doncaster,526100,406500
DN34,Doncaster,525100,408400
DN35,Doncaster,530100,408300
DN36,Doncaster,530200,403400
DN37,Doncaster,523600,406500
DN38,Doncaster,506500,408400
DN39,Doncaster,510200,414700
DN4,Doncaster,458300,401400
DN40,Doncaster,517500,415300
DN41,Doncaster,519500,411200
DN5,Doncaster,454900,404900
DN6,Doncaster,454500,411400
DN7,Doncaster,465200,409900
DN8,Doncaster,469100,413600
DN9,Doncaster,473400,401700
DT1,Dorchester,368900,90300
DT10,Dorchester,376600,115400
DT11,Dorchester,387300,106900
DT2,Dorchester,368000,94600
DT3,Dorchester,367000,82500
DT4,Dorchester,367200,79000
DT5,Dorchester,368800,72100
DT6,Dorchester,345300,93600
DT7,Dorchester,333200,92600
DT8,Dorchester,346600,102200
DT9,Dorchester,363800,115900
DY1,Dudley,393500,291000
DY10,Dudley,384700,276500
DY11,Dudley,382300,276400
DY12,Dudley,377600,276500
DY13,Dudley,380900,271000
DY14,Dudley,368500,275900
DY2,Dudley,394500,288800
DY3,Dudley,391300,292500
DY4,Dudley,396400,292800
DY5,Dudley,391700,287000
DY6,Dudley,388900,289000
DY7,Dudley,384800,285400
DY8,Dudley,389500,284700
DY9,Dudley,391700,282000
E1,London,534700,181700
E10,London,537800,187400
E11,London,539600,187400
E12,London,542400,185500
E13,London,540600,182900
E14,London,537500,180500
E15,London,538900,184200
E16,London,540600,181100
E17,London,537300,189400
E18,London,540400,190100
E1W,London,534800,180600
E2,London,534500,183000
E3,London,537000,182900
E4,London,538200,193400
E5,London,535000,186300
E6,London,542600,182800
E7,London,540600,185100
E8,London,534300,184400
E9,London,535700,184500
EC1,London,531700,182200
EC1A,London,531600,181900
EC1M,London,531700,182000
EC1N,London,531300,181900
EC1R,London,531300,182400
EC1V,London,532000,182500
EC1Y,London,532300,182200
EC2,London,532600,181900
EC2A,London,532800,182200
EC2M,London,532800,181700
EC2N,London,532800,181500
EC2R,London,532400,181500
EC2V,London,532300,181400
EC2Y,London,532100,181900
EC3,London,533000,181200
EC3A,London,533100,181400
EC3M,London,533000,181100
EC3N,London,533300,181100
EC3P,London,531700,181900
EC3R,London,532900,181000
EC3V,London,532800,181200
EC4,London,531800,181300
EC4A,London,531300,181400
EC4M,London,531800,181300
EC4N,London,532300,181300
EC4R,London,532400,181000
EC4V,London,531900,181100
EC4Y,London,531300,181200
EH1,Edinburgh,325800,673900
EH10,Edinburgh,324400,670400
EH11,Edinburgh,322000,671900
EH12,Edinburgh,320600,672900
EH13,Edinburgh,322400,669000
EH14,Edinburgh,319800,669200
EH15,Edinburgh,330600,673200
EH16,Edinburgh,327900,670500
EH17,Edinburgh,328600,668800
EH18,Edinburgh,329800,665400
EH19,Edinburgh,330900,665000
EH2,Edinburgh,325400,674100
EH20,Edinburgh,327700,665700
EH21,Edinburgh,334700,672200
EH22,Edinburgh,333700,666200
EH23,Edinburgh,334200,661200
EH24,Edinburgh,329100,662500
EH25,Edinburgh,326500,663400
EH26,Edinburgh,323400,660600
EH27,Edinburgh,311000,667300
EH28,Edinburgh,313400,671700
EH29,Edinburgh,312700,674600
EH3,Edinburgh,325100,674100
EH30,Edinburgh,313700,677700
EH31,Edinburgh,348500,682900
EH32,Edinburgh,340800,675400
EH33,Edinburgh,341000,672500
EH34,Edinburgh,345000,668800
EH35,Edinburgh,341100,669000
EH36,Edinburgh,346700,662900
EH37,Edinburgh,340000,663600
EH38,Edinburgh,339800,655200
EH39,Edinburgh,354500,684100
EH4,Edinburgh,321500,675100
EH40,Edinburgh,359100,677700
EH41,Edinburgh,351600,673100
EH42,Edinburgh,367300,678000
EH43,Edinburgh,336400,637200
EH44,Edinburgh,332900,636800
EH45,Edinburgh,325000,640800
EH46,Edinburgh,315300,650100
EH47,Edinburgh,295900,664200
EH48,Edinburgh,296000,668800
EH49,Edinburgh,300300,677100
EH5,Edinburgh,324100,676400
EH51,Edinburgh,300000,681000
EH52,Edinburgh,307400,672600
EH53,Edinburgh,307700,667700
EH54,Edinburgh,304700,667600
EH55,Edinburgh,301600,662700
EH6,Edinburgh,326700,676000
EH7,Edinburgh,327300,674800
EH8,Edinburgh,327400,673500
EH9,Edinburgh,326000,671800
EN1,Enfield,533700,196800
EN10,Enfield,536700,206500
EN11,Enfield,537500,209300
EN2,Enfield,532000,197300
EN3,Enfield,535700,197400
EN4,Enfield,527300,196000
EN5,Enfield,524900,196100
EN6,Enfield,526000,201700
EN7,Enfield,533600,203100
EN8,Enfield,536000,201800
EN9,Enfield,539200,201500
EX1,Exeter,293800,92900
EX10,Exeter,312100,88900
EX11,Exeter,309200,94900
EX12,Exeter,323700,90200
EX13,Exeter,329000,99100
EX14,Exeter,316200,102200
EX15,Exeter,305800,109500
EX16,Exeter,295200,114800
EX17,Exeter,280100,102800
EX18,Exeter,267300,113100
EX19,Exeter,259000,110600
EX2,Exeter,292900,91200
EX20,Exeter,257600,96500
EX21,Exeter,244400,103000
EX22,Exeter,233300,105900
EX23,Exeter,221600,105800
EX24,Exeter,323200,93800
EX3,Exeter,297000,88500
EX31,Exeter,255500,133900
EX32,Exeter,258600,132200
EX33,Exeter,248200,137200
EX34,Exeter,253100,146500
EX35,Exeter,272400,148800
EX36,Exeter,274300,125700
EX37,Exeter,263000,121800
EX38,Exeter,248900,118300
EX39,Exeter,242500,126300
EX4,Exeter,292300,93500
EX5,Exeter,298500,96300
EX6,Exeter,287200,87700
EX7,Exeter,295800,78000
EX8,Exeter,300900,82100
EX9,Exeter,306500,83000
FK1,Falkirk,288100,678400
FK10,Falkirk,289300,692800
FK11,Falkirk,285100,696800
FK12,Falkirk,288200,697000
FK13,Falkirk,291900,696700
FK14,Falkirk,296900,698200
FK15,Falkirk,279100,702800
FK16,Falkirk,272200,701700
FK17,Falkirk,262500,707500
FK18,Falkirk,256100,717100
FK19,Falkirk,257100,722200
FK2,Falkirk,290600,680500
FK20,Falkirk,237700,726900
FK21,Falkirk,257100,732800
FK3,Falkirk,292800,681100
FK4,Falkirk,281100,679900
FK5,Falkirk,286700,682900
FK6,Falkirk,280700,682600
FK7,Falkirk,280800,691000
FK8,Falkirk,272600,695000
FK9,Falkirk,279500,696100
FY1,Blackpool,331200,436000
FY2,Blackpool,331700,439300
FY3,Blackpool,332800,436600
FY4,Blackpool,332300,433300
FY5,Blackpool,332900,442500
FY6,Blackpool,335500,441800
FY7,Blackpool,332600,447200
FY8,Blackpool,334000,428700
G1,Glasgow,259400,665300
G11,Glasgow,255400,666900
G12,Glasgow,256100,667600
G13,Glasgow,253300,669200
G14,Glasgow,253100,667800
G15,Glasgow,252200,671000
G2,Glasgow,258900,665700
G20,Glasgow,257300,668200
G21,Glasgow,261100,667500
G22,Glasgow,259300,668600
G23,Glasgow,257200,670000
G3,Glasgow,257800,666000
G31,Glasgow,261800,664900
G32,Glasgow,264600,663800
G33,Glasgow,264500,666600
G34,Glasgow,267900,665900
G4,Glasgow,259100,666200
G40,Glasgow,260900,663900
G41,Glasgow,257100,662900
G42,Glasgow,258700,662200
G43,Glasgow,256600,660700
